name,authors,link,rating,rating_count,review_count,pages_count,price,text_reviews,age,year
"{Вы пока еще не знаете JS} Познакомьтесь, JavaScript (pdf+epub)",['Кайл Симпсон'],/book/kayl-simpson/vy-poka-esche-ne-znaete-js-poznakomtes-javascript-pdf-epub-66658092/,4.5,8,2,190,599.0,"['<p>очень лаконичная и емкая книга. освещаются все необходимые темы в JS. для новичков, которые как-то знакомы с JS и выше. хороша как настольная книга, чтобы освежать в памяти</p>', '<p>Книга понравилась, автор описывает особенности языка с другой стороны (если сравнивать с другими книгами о JS). В приложении есть пара задач, не очень сложных, но позволяющих немного попрактиковаться с теорий из книги. Ушел читать следующую книгу серии :)</p>']",16,
Грокаем Continuous Delivery,['Кристи Уилсон'],/book/kristi-uilson/grokaem-continuous-delivery-70504576/,2.0,1,0,400,699.0,[],16,2022-01-01
Ядро Cortex-M3 компании ARM. Полное руководство,['Джозеф Ю'],/book/dzhozef-u/yadro-cortex-m3-kompanii-arm-polnoe-rukovodstvo-48411055/,3.5,2,2,554,649.0,"['<p>Книга сама по-себе отличная. У меня есть бумажный вариант. Думал купить электронный, чтобы иметь под рукой как справочный материал. Купил и меня постигло жуткое разочарование:</p><p>1. Навигация по оглавлению невозможна.</p><p>2. Поиск по ключевым словам невозможен.</p><p>3. Даже закладку в браузере поставить нельзя, а прокрутка работает крайне медленно.</p><p>Только на телефоне или планшете смотреть, понаставив закладки хотя бы на каждый раздел.</p><p>Вывод: либо я что-то делаю не так, либо для технической литературы данный способ категорически не подходит.</p>', '<p>Книга довольно общинная, в ней описаны основные моменты разработки программа на ассемблере или языке Си с применением стандарта CMSIS. Книга подойдёт для изучения начинающим инженерам и студентам.</p>']",0,2010-01-01
Взломать всё. Как сильные мира сего используют уязвимости систем в своих интересах,['Брюс Шнайер'],/book/bruce-schneier/vzlomat-vse-kak-silnye-mira-sego-ispolzuut-uyazvimosti-sist-69316771/,3.96,23,5,353,499.0,"['<p>Тема интересная.</p><p>Ожидания были несколько завышены.</p><br/><p>Первая часть книги показалось интересной. В том числе и из-за ожиданий.</p><br/><p>Когда началось перечисление американских законов, налогов, поправок и прочего - стало очень скучно. </p><br/><p>Потом увидел заголовки любимой темы - Когнитивные хаки. Но этому посвящено всего несколько коротких глав.</p><p>Потом опять скучно. Дочитывал через силу.</p><br/><p>В послесловии автор написал, что писал книгу в 2020м в пандемию, потом на 2 года забросил и потом урезал контент. Ощущение, что последние 2/3 книги писались для дополнительных страниц. </p><br/><br/><p>В целом книга - описание возможных хаков и рассуждение, как ускориться хакинг систем с развитием ИИ. </p><br/><p>Чтобы меньше расстраиваться - думал о том, что за не большую сумму &quot;пообщался&quot; с умным профессором или побывал у него на лекциях.</p><br/><br/><p>После прочтения книги не ожидайте, что сможете взламывать какие-то системы. </p><p>Для общего развития наверно лишним не будет.</p>', '<p>Тема интересная, много кейсов, как актуальных, так и исторических. Позволяет посмотреть шире на окружающий мир.</p><p>Много кейсов из американской действительности (законы, демократия, теснится), что скучно читать.</p><p>Мысль основная понятна сразу и после середины уже не ждёшь какого-то разворачивания, становится труднее дочитать.</p><p>Об этой теме точно стоит писать, но более лаконично. </p><p>Рекомендую к прочтению, особенно людям не из ИТ. Если будете пропускать какие-то скучные кейсы, но суть не упустите.</p>', '<p class=""p1"" style=""margin:0px;font-style:normal;font-weight:400;line-height:normal;letter-spacing:normal;text-indent:0px;text-transform:none;word-spacing:0px;text-decoration:none;""><span class=""colour"" style=""color:rgb(0,0,0);""><span class=""size"" style=""font-size:17px;""><span class=""font"" style=""font-family:UICTFontTextStyleBody;""><span class=""size"" style=""font-size:17px;"">В книге много воды, немного занудная,<span class=""Apple-converted-space"">\xa0<span class=""Apple-converted-space"">\xa0</span></span>скорее подойдет школьникам для общего развития. Приведенные примеры , это все больше поо уловки в политике, экономике да и в целом , ничего технического здесь нет ((<br /></span></span></span></span><br /></p><div><br /></div>', '<p>Для человека далёкого от компьютеров и лишённого воображения будет интересно. Меня заинтересовали только исторические отсылки, остальное, по большей части пролистал</p>', '<p>Очень любопытная книга. Пока заинтересовали отзывы. Покупаю для чтения. По результату оставлю уже более полный отзыв. ..</p>']",16,2023-01-01
Информатика. Базовый уровень. 10–11 классы. Компьютерный практикум,"['Л. Л. Босова', 'А. Ю. Босова', 'Н. А. Аквилянов', 'И. Д. Куклина', 'Е. А. Мирончик']",/book/anna-bosova/informatika-bazovyy-uroven-10-11-klassy-komputernyy-praktikum-66644828/,0.0,0,0,145,500.0,[],12,2021-01-01
Реализация проекта машинного обучения от A до Я на примере приложения для обобщения текста,['Алексей Михнин'],/book/aleksey-mihnin/realizaciya-proekta-mashinnogo-obucheniya-ot-a-do-ya-na-pri-69563596/,1.0,1,1,132,990.0,"['<p>В последнее время, технологии машинного обучения стали неотъемлемой частью нашей повседневной жизни, и их использование становится все более актуальным. Одним из ярких примеров применения этих технологий является разработка приложений для обобщения текстовых данных. Книга &quot;Реализация проекта машинного обучения от А до Я на примере приложения для обобщения текста&quot;, авторства Михнина А. , представляет собой детальное руководство по разработке таких приложений.</p><p>Прежде всего, автор предлагает методологию реализации проекта, которая включает в себя несколько этапов: сбор и обработка данных, выбор модели машинного обучения, обучение модели, тестирование и оценка результатов. Каждый этап подробно описан, что позволяет читателю понять все тонкости процесса разработки приложения.</p><p>Особое внимание уделяется выбору модели машинного обучения. Михнин А. описывает различные типы моделей и их возможности, а также дает рекомендации по выбору оптимальной модели для конкретной задачи.</p><p>Важно отметить, что автор не только рассказывает о теоретических аспектах разработки приложений, но и приводит практические примеры. Это позволяет читателю лучше понять процесс разработки и оценить эффективность предложенных методик.</p><p>Таким образом, книга &quot;Реализация проекта машинного обучения от А до Я&quot; является полезным руководством для разработчиков, занимающихся созданием приложений на основе машинного обучения.</p>']",12,2023-08-21
React 17. Разработка веб-приложений на JavaScript,['Владимир Дронов'],/book/vladimir-dronov/react-17-razrabotka-veb-prilozheniy-na-javascript-68998897/,3.0,2,1,384,549.0,"['<p>Честно говоря книга понравилась,достаточно подробно и грамотно описан не только react но и популярные библиотеки которые используются вместе с ним.К сожалению порог входа показался мне слегка завышенным, зачастую пришлось перечитывать абзац несколько раз чтобы все точно понять. Но это все равно отличный способ выучить react и затем двигатся дальше.</p>']",12,2022-01-01
Семь языков за семь недель. Практическое руководство по изучению языков программирования,['Брюс А. Тейт'],/book/brus-a-teyt/sem-yazykov-za-sem-nedel-prakticheskoe-rukovodstvo-po-izucheni-27067204/,3.96,24,3,386,519.0,"['<p>Эта книга – быстрый способ получить представления о современных языках программирования и их возможностях на живых примерах. Главная цель книги – заинтересовать чисталя многообразием подходов и языков. Минусы книги: затянутые несколько первых глав и автор проводит неуместные аналогии с героями фильмов.</p>', '<p>Восхитительная книга. Читается, как художественная литература! Я бы сказала, захватывающе. Особенно отмечу, что восхитительно написано про Prolog: с простыми и наглядными примерами, при всём том, что иссушенная теория могла бы отбить (и отбивает) интерес к предмету у изучающих этот язык открытых возможностей. Твёрдая десятка.</p>', '<p>Познавательная книга, для начинающих программистов. 7 языков для новичка будет очень престижно, так что советую эту книгу за её понятный и познавательный синтаксис.</p>']",0,
"Математические алгоритмы для программистов. 3D-графика, машинное обучение и моделирование на Python (pdf + epub)",['Пол Орланд'],/book/pol-orland/matematicheskie-algoritmy-dlya-programmistov-3d-grafika-mashinn-69154042/,5.0,3,2,752,699.0,"['<p>Понравилось, что автор демонстрирует алгоритмы с нуля и почти что не пользуется сторонними библиотеками. Реализовал даже синтаксическое дерево выражения для взятия производной. Действительно, для программиста математика понятнее, когда понятно как её выразить в коде.</p>', '<p>Великолепная книга сочетает в себе как описание современных технологий в области машинного обучения так и фундаментальные вопросы математического обеспечения.</p>']",16,2019-01-01
Программирование обработки на станках с ЧПУ,['Д. Е. Турчин'],/book/d-e-turchin/programmirovanie-obrabotki-na-stankah-s-chpu-67864908/,5.0,2,1,313,980.0,['<p>Хорошая книга. Для начинающих ЧПУ хороша. Жаль что нету в наличии такой книги в бумажном виде. Я бы в бумажном виде ее купил.</p>'],0,2022-01-01
Основы программирования для станков с ЧПУ в САМ-системе,['Инна Евгеньевна Колошкина'],/book/inna-evgenevna-kolos/osnovy-programmirovaniya-dlya-stankov-s-chpu-v-sam-si-67889297/,5.0,2,1,261,980.0,"['<p>Нашел что искал. Недавно закончил курсы Наладчиков ЧПУ. Преподавание было интересное, но многое было пропущенно в силу ограниченного времени, а в книге все есть. Системно ни кто не торопит. Изучай со своей скоростью и закрепляй на производстве одним словом совершенствуйся. Рекомендую всем.</p>']",0,2022-01-01
Безопасность контейнеров. Фундаментальный подход к защите контейнеризированных приложений (pdf+epub),['Лиз Райс'],/book/liz-rays/bezopasnost-konteynerov-fundamentalnyy-podhod-k-zaschite-konteyne-66657872/,5.0,2,0,224,699.0,[],16,2020-01-01
Искусственный интеллект. Машинное обучение,['Джейд Картер'],/book/dzheyd-karter/iskusstvennyy-intellekt-mashinnoe-obuchenie-70475146/,4.98,191,9,499,690.0,"['<p>Очень подробный учебник, по нему надо прям заниматься. Много примеров которые можно разобрать, есть подробные описания. И примеры в основном из реальных задач, которые обычно требуется решить в бизнесе или других сферах.</p>', '<p>Я как раз искала книгу где есть примеры, чтобы использовать в лекциях. Очень пригодились. Если есть желание разобраться, то все получится.</p>', '<p>Книга очень объемная и подробная. Есть много информации относительно новой, обычно в подобных книгах стандартные темы разбираются. Много вариантов применения как давно известных алгоритмов, так и новых. Все на примерах показано. Советую!</p>', '<p>Отличная книга. Много собрано примеров и подробные описания. Для самостоятельного изучения очень пригодится. ..хотелось бы больше картинок.</p>', '<p>Подробный самоучитель по машинному обучению. Книга помогла понять на примерах некоторые темы и показала как применяются алгоритмы на практике.</p>', '<p>Интересно какие дальше будут книги в этой серии. Изучаю постепенно, пока процесс нравится. Задачи приводятся из повседневной жизни, что помогает понимать сферы применения.</p>', '<p>Вторая книга серии намного подробнее и объемнее. Примеров действительно очень много. Прям отличное практическое руководство. Остался доволен покупкой.</p>', '<p>Все понятно изложено, показано как происходит на примерах. Я не специалист в этой области, но немного разобралась. Было интересно.</p>', '<p>Вторая часть более подробная и еще больше примеров, что приятно удивляет. Такой подход действительно помогает начать практиковать с первых страниц.</p>']",12,2024-03-19
Численные методы и машинное обучение в метрологии,['А. С. Степашкина'],/book/a-s-stepashkina/chislennye-metody-i-mashinnoe-obuchenie-v-metrologii-70883221/,0.0,0,0,145,960.0,[],0,2024-01-01
Гид по Computer Science. Расширенное издание,['Вильям Спрингер'],/book/vilyam-springer/gid-po-computer-science-rasshirennoe-izdanie-64082076/,4.25,4,2,304,599.0,"['<p>Хороший справочник по основным темам, с которыми сталкивается программист в повседневной жизни. Это книга на 300 страниц, поэтому не стоит ожидать в ней исчерпывающей справочной информации. Но как отправная точка для ознакомления с основными темами программирования – это просто великолепный экземпляр.</p>', '<p>Комплекс ценных сведений для практикующих программистов. Я, как программист, часто сталкиваюсь с ситуациями, когда проблема в разработке связана с недостатком глубины понимания подчас базовых понятий теории. Книга здорово помогает восстановить знания полученные в вузе, или даже компенсировать недостаток в образовании.</p>']",16,
Грокаем технологию Биткоин,['Калле Розенбаум'],/book/kalle-rozenbaum/grokaem-tehnologiu-bitkoin-51797872/,3.47,15,2,496,699.0,"['<p>Пожалуй, одно из самых подробных описаний самой технологии блокчейна биткойн. Без большого математического аппарата, что важно, но все-таки очень детализированно разбирается механизм трансакций, хеширования, подтверждения. В сравнении с «Блокчейном» Имрана Башира более популярная – можно читать и не только математикам и программистам. Для специалистов по блокчейну на мой взгляд, must have. Для начинающих – излишне подробно, но все равно будет понятно. Рекомендую</p>', '<p>#Прочитал за 10 часов.</p><p>Читая книгу я подумал что такое не мог создать человек, это очередной дар новой технологии человечеству от «бога», как было много раз до этого (колесо, химия, электричество, интернет)</p><p><br/></p><p>Возможно, человеку который всю свою жизнь с детства занимается только математикой и криптографией, и тесно связанным с эгрегором в этом направлении, «бог» дал эту технологию из пространства вариантов как самому достойному в этой области, когда решил что пора человечеству совершить очередной подъём на следующую ступеньку в цепочке эволюции .</p><p><br/></p><p>Теперь всё по возможности будет строится вокруг этой новой технологии, появятся новые идей и изобретения.</p>']",0,2019-01-01
"Python, Django и PyCharm для начинающих",['Анатолий Постолит'],/book/anatoliy-postolit/python-django-i-pycharm-dlya-nachinauschih-67727943/,4.1,10,5,465,544.0,"['<p>Согласен с теми, кто пишет, что это лучшая книжка для новичка. Автор всё подробно описывает - что он делает, зачем. Ни так, как в многочисленных курсах &quot;галопом по Европам&quot;. </p><p>Однако, надо быть осторожным, не пугаться. </p><br/><p>Во-первых, версии Django меняются, и что-то из примеров может &quot;вдруг не заработать&quot; (например, в 4й версии вместо url надо использовать re-patch) и т.п. мелочи. Поэтому, видимо, учиться лучше на той версии, которую описывает автор. </p><br/><p>Во вторых, в книге есть небольшие опечатки в коде и неточности. Например, в тексте &quot;вдруг&quot; появляется раздел &quot;Мои книги&quot;, но в процессе описания создания о нём нет ни слова. И, однажды, появилась, а потом &quot;пропала&quot; из модели переменная, которая позже опять &quot;всплыла&quot;. </p><br/><p>Но, как не парадоксально, такие ошибки, как-раз, заставляют думать &quot;почему у меня не получилось? как так?&quot;. Для обучения такие вопросы намного важнее, чем 100 страниц теории. Если бы не было таких опечаток, наверное книга была бы намного скучнее :) </p><br/><p>Тем более, что автор берёт за основу примеры из уже известных описаний в интернете, которые, если не получается совсем ничего понять, можно найти и разобрать уже с другой точки зрения. </p><br/><p>И ещё раз - думаю, что пока это лучшая книга для новичков, рекомендую начинать именно с неё.</p>', '<p>автору перед публикацией своего труда следовало бы действительно обратиться к &quot;начинающим&quot;, это раз. материал изложен нелогично и непоследовательно, самому питону уделено совсем немного, книга не про то как научиться на питоне. несмотря на то, что с питоном был знаком ранее, эту книгу осилить сложно, зачем и что автор делает непонятно..</p>', '<p>Неточностей и опечаток довольно много. Если бы я так курсаки на физмате клепал - меня бы с 1-го курса погнали, и поделом. Это не изложение материала, а &quot;Что? Где? Когда?&quot;. Любителям квестов самое то. А я убил кучу времени, устраняя ошибки в изложении и даже в листингах. Твердый &quot;неуд&quot;</p>', '<p>Только, что начал читать. По началу, могу сказать, что это  самая доходчивая книга по азам Django. Думаю она должна понравится многим.</p>', '<p>Отлично подойдет начинающим разработчикам, которые хотят не только освоить Python, но и научиться проектировать и программировать проекты.</p>']",0,2021-01-01
Дискретная математика для программистов,['Род Хаггарти'],/book/rod-haggarti/diskretnaya-matematika-dlya-programmistov-2785815/,3.98,61,4,401,199.0,"['<p>Отличная книга! Боялся ее открывать, но изложение ведется от простого к сложному, и если выполнять все упражнения по ходу и не забегать вперед – то весь материал усваивается. Мир дискретной математики стал ближе. Рекомендую даже школьникам, которым продстоит сдавать ЕГЭ по информатике.</p>', '<p>Я использовал эту книгу при изучения основ дискретной математики. Этому способствовали простота изложения и доходчивость примеров. Правда, в некоторых местах не хватало глубины подачи материала, из-за чего приходилось обращаться к другим, более серьезным учебникам. Наличие задач в конце каждой главы и ответов к ним позволяет самостоятельно проконтролировать усвоение теории. На мой взгляд, книга подойдет как студентам младших курсов, так и специалистам, у которых дискретная математика и программирование не являются основными предметами.</p>', '<p>Книга очень полезная для для любого желающего легко и просто строить логические связи и взаимоотношения с цепочках последовательностей. Я по этой книге учил свою 15 летнюю внучку искать оптимальный путь написания программ при изучении программирования в школе. Для нее материал книги не был сложен. Она достаточно просто и легко его усваивала.</p>', '<p>Отличный учебник для первоначального знакомства с представленными разделами. Простой, доступный, иллюстрированный интересными примерами и приложениями рассмотренных концепций в информатике. </p><p>Из недостатков можно указать то, что маловато задач для закрепления. Также не помешала бы глава о теории чисел. В любом случае, учебник вполне заслуживает 5 звёзд.</p>']",0,2002-01-01
Python. Самое полное руководство по разработке в примерах от сообщества Stack Overflow,['Коллектив авторов'],/book/raznoe-4340152/python-samoe-polnoe-rukovodstvo-po-razrabotke-v-primerah-ot-70338082/,5.0,3,1,674,599.0,"['<p>Эта книга будет полезна как для начинающих изучать Python, так и для более опытных программистов, из неё всегда можно &quot;подчерпнуть знаний&quot;</p>']",16,2023-01-01
Экстремальное программирование. Разработка через тестирование,['Кент Бек'],/book/kent-bek/ekstremalnoe-programmirovanie-razrabotka-cherez-testirovanie-164068/,4.34,65,19,251,599.0,"['<p>Отличное введение в TDD от автора методологии. Приводятся примеры применения этой методологии на Java и Python. Книга нисколько не устарела. Очень рекомендую к ознакомлению.</p>', '<p>Актуально по сей день, таковым и останется. Материал, изложенный в книге, дополнен практическими примерами и реальным опытом автора. Обязательно к прочтению !</p>', '<p>Для новичка в TDD книга вполне годная для первых шагов, с оговоркой не как единственная а как дополнение к фундаментальным (от Дядюшки Боба Мартина). Мне кажется, что у Ошероува тема раскрыта более детально. Но, надо понимать, что каждый автор рассматривает тему немного иначе чем другие и чем больше таких точек зрения «проглотит» увлечённый читатель тем более ярко она осядет у него в сознании.</p><p><br/></p><p>Практикую TDD повседневно, давно уже не новичок, и всё равно было увлекательно прочитать изложение автором своего опыта и мыслей.</p>', '<p>Мы внедрили Test-Driven-Development Кента Бека в свою практику, процент покрытия тестами улучшился, пришло понимание как рефакторить код.</p><p>Благодаря примерам из этой книги у меня открылись глаза на мир юнит-тестов.</p><p>Как всегда говорил Олежик: не нужно сразу прогонять интеграционный тест, давай сначала протестируем кусочек функциональности, формулу или мини-расчёт, чтобы проверить правы мы или ошибаемся!</p><p>Эта книга позволит понять ассёрты и прочие заковыристые подходы к проверке работоспособности кода по дороге от «красной до зелёной полоски».</p><p>Искренне рекомендую данную книгу: отличный перевод и прекрасное содержание!</p>', '<p>Довольно необычный подход, имеющий право на жизнь. Иногда возможно лучший среди шаблонных!</p><p>Автору большое спасибо за нестандартный подход и напоминание о постоянном поиске лучшего варианта решения задачи</p>', '<p>Книга очень понравилось. никогда не думал, что книга про разработку станет одной из любих книг. Благодаря ей, мой пет проджект растет и от этого не становится сложнее. У меня не возникает желания все удалить и начать заново.</p>', '<p>Отличное руководство для каркаса знаний по теме «с нуля». Все, чтобы понять принципы, что хорошо, что плохо. И попробовать у себя на практике. Помогает повернуть мозг от правки багов к «проактивному» надежному коду.</p>', '<p>Открывает глаза на планирование проектов разработки ПО. Книга будет полезна любому руководителю проектов - много полезных идей.</p><p>Активно использую идеи из книги: в работе и в личных проектах.</p>', '<p>До прочтения этой книги я пытался писать тесты по статьям которые читал, но только с ней у меня начало получаться хорошо.</p><p>Читал два раза. Первый раз просто читал. Ничего не понял. Во второй раз писал код по ходу прочтения книги и тогда наконец до меня дошло что к чему а главное - я прочувствовал свою величину шага на который я могу изменить код и при этом не потеряю контроль над ним.  Порадовала вторая глава где вместе с автором писал свою систему модульного тестирования на Python, ощущение было как будто делаешь операцию на собственном мозге (собственно, именно такое сравнение приводил и сам автор) - одно неосторожное движение и ничего не работает, нужно двигаться очень маленькими шагами. Третью главу прочитал выборочно, возможно когда-нибудь дочитаю.</p><p>Рекомендую!</p>', '<p>Есть много интересных мыслей, но в целом подходы сильно привязаны к языку, на котором пишет автор. Несколько вещей, которые вынесла лично для себя:\n- Если работаешь над проектом в одиночестве, оставляй последний тест завершающимся с ошибкой, чтобы в следующий раз приступив к работе, быстро вернуться к проблеме. Если работаешь в команде - всегда! оставляй после себя все тесты успешными.\n- Мальнькие шаги лучше, чем большие\n- Если тесты выполняются долго, их никто не будет запускать часто\n- Шаблонов огромное множество, научись их грамотно выбирать и переделывать под нужды именного твоего проекта</p>', '<p>Книга очень подробно объясняет читателю, что такое TDD и как это все происходит. Состоит из трех частей.\nВ первой части на конкретной задаче автор очень подробно шаг за шагом показывает как происходит процесс разработки через тестирование. Все примеры указаны на java, каждый новый шаг подробно объяснен и приправлен хорошим чувством юмора автора.</p><p>Вторая часть понравилась меньше, не знаю, как в бумажной версии, я читала в электронной pdf, и в примеры на python табуляцию, похоже, не завезли, а для питона - это часть синтаксиса, большие куски кода читать неудобно, да и выглядит он как-то не ""по-питонячьи"". Ну и устаревший xUnit и изобретение с нуля всего того, что есть, например, в pytest (давайте напишем класс для запуска всех тестов вместе) утомляет.\nХотя книга совсем небольшая, порядка 300 страниц, и прочесть можно за пару вечеров, именно на этой части начал пропадать интерес.</p><p>Третья часть посвящена разбору шаблонов разработки через тестирование. Больше теории, чем практики.</p><p>А вот перевод в целом хороший, уже радует, когда framework переводят не как ""каркас"", но судя по предложению: ""Однажды мы с дядей Бобом Мартином (Bob Martin) работали над алгоритмом разбиения линии, и нам никак не удавалось заставить его работать."", переводчик был не в курсе, кто такой ""Дядюшка Боб"" и записал его в дяди Кенту Беку.\nТакже можно встретить упоминание и Мартина Фаулера (знакомые все лица), который тоже является соавтором методологии экстремального программирования (XP), а главное не только упоминание, но также и примеры из практики, а именно программирование в паре, где TDD является одним из инструментов XP.</p><p>В целом книга читается легко, примеры наглядные, понимание, что такое TDD, приходит, а главное, хочется и дальше углубляться в эту тему.</p>', '<p>Многие книги по программированию и математике написаны слишком сложным языком. Чтоб их прочитать и понять необходимо выделять время, когда голова ещё очень хорошо работает.\nКнига Кента Бека доступна в любом состоянии. Повествование очень плавное, как для детей или подростков, шаги в коде минимальные и иногда это даже бесит.\nДа, плотность информации в книге небольшая, прочитать ее можно за 1-2 вечера, но та информация и подходы к разработке, которые вы увидите может улучшить вашу повседневную работу</p><p>Код написан на java, однако конструкций и подходов специфичных для языка мало. Достаточно опыта программирования на любом объектно-ориентированном языке, чтоб понимать происходящие в книге преобразования кода.</p>', '<p>Если ты программируешь и не знаком с подходом TDD - уверенно читай книгу, она сделает тебя лучше.</p><p>Стиль написания отличный, читается просто и понятно. В тексте ничего лишнего, сплошной высококалорийный материал.</p>', '<p>Книга как всегда на высоте, tdd - отличная техника в инструментарии современного разработчика, к сожалению,  я так и не смог внедрить её в свой рабочий процесс, хотя и пытался многократно.</p>', '<p>Лёгкое введение в процесс XP. Проблемы разработки ПО, их решение в рамках XP. Мотивация, постановка процесса, границы применимости. Всё достаточно понятно изложено, хотя и без подробностей (всего около 200с.).</p>', '<p>Неплохая книга, чтобы начать практиковать tdd.</p><p>Она врядли ответит на все ваши вопросы, но как введение вполне годно. </p><p>4 за плохое(отсутствие) форматирование примеров кода.</p>', '<p>Уменьшает страх перед практикой TDD. Очень много примеров, рассуждений, всё рассматривается по маленьким шагам. Важно прочитать и хотя бы просто ознакомится с книгой всем кто пишет unit-тесты или планирует их писать. А также тем, кто хочет попробовать совсем иной подход к написанию кода (что не относится напрямую к тестированию, на это открыла мне глаза книга).</p>', '<p>В книге слишком много воды и повторяющего текста. Не рекомендую тем кто начинает изучать TDD, лучше посмотреть что-то другое. </p>', '<p>Очень много воды и советов в духе «капитан очевидность». В принципе достаточно прочитать оглавление и иногда первые предложения параграфа.</p>']",12,2003-01-01
